evaluations raw_y
1 3094.7658875966
60 2292883.9125102414
evaluations raw_y
1 3094.7658875966
60 17234.7966647526
evaluations raw_y
1 3094.7658875966
35 264.2928691099
60 1788902.6984075913
evaluations raw_y
1 3094.7658875966
60 26416665.0377106741
evaluations raw_y
1 3094.7658875966
60 745.5596045591
evaluations raw_y
1 18559207.0127466172
2 3068.8431683887
60 9670447.3098243307
evaluations raw_y
1 18559207.0127466172
2 3068.8431683887
48 89.4700344681
60 34686974.8246002793
evaluations raw_y
1 18559207.0127466172
2 3068.8431683887
60 24886822.8053416833
evaluations raw_y
1 18559207.0127466172
2 3068.8431683887
60 261954.5074663438
evaluations raw_y
1 18559207.0127466172
2 3068.8431683887
57 262.8589638376
60 12176399.3499301206
evaluations raw_y
1 1910065.7857356877
4 1008.3755339533
60 292927.1022802733
evaluations raw_y
1 1910065.7857356877
4 1008.3755339533
60 227300.7851143942
evaluations raw_y
1 1910065.7857356877
4 1008.3755339533
60 27874082.4508023933
evaluations raw_y
1 1910065.7857356877
4 1008.3755339533
60 5317631.6386002172
evaluations raw_y
1 1910065.7857356877
4 1008.3755339533
56 26.3884275111
60 785259.6585943908
evaluations raw_y
1 175528.0252240076
9 128885.5084928327
17 13946.9371005723
60 1189552.7287247281
evaluations raw_y
1 175528.0252240076
12 49461.6937387844
29 34995.4092148385
35 12512.2740846567
60 43198663.1581025198
evaluations raw_y
1 175528.0252240076
13 46347.3835782038
36 2405.3993660835
60 21466002.4432457834
evaluations raw_y
1 175528.0252240076
35 4112.2457120827
59 118.3571708039
60 2005215.8821519187
evaluations raw_y
1 175528.0252240076
12 78609.9830749465
21 15971.5955064581
31 30.2862883780
60 2259000.0589473541
evaluations raw_y
1 41207406.9957665503
2 15641151.8400650620
3 8113653.2240755875
4 8660.4898457531
60 822312.9669268068
evaluations raw_y
1 41207406.9957665503
2 15641151.8400650620
3 8113653.2240755875
4 8660.4898457531
22 177.0250368491
60 6299825.9489520583
evaluations raw_y
1 41207406.9957665503
2 15641151.8400650620
3 8113653.2240755875
4 8660.4898457531
29 4686.1534685690
60 181580.2647758167
evaluations raw_y
1 41207406.9957665503
2 15641151.8400650620
3 8113653.2240755875
4 8660.4898457531
59 204.7252470674
60 2071806.2984719847
evaluations raw_y
1 41207406.9957665503
2 15641151.8400650620
3 8113653.2240755875
4 8660.4898457531
21 3707.8806755692
60 55702461.7811164260
evaluations raw_y
1 32506151.1526682042
2 1196029.9837913322
5 347914.9786844182
11 39412.2908751036
45 3249.1568222306
60 38835793.6575525478
evaluations raw_y
1 32506151.1526682042
2 1196029.9837913322
5 347914.9786844182
10 31502.1747981219
13 29.1067039442
60 47654.5050057174
evaluations raw_y
1 32506151.1526682042
2 1196029.9837913322
5 347914.9786844182
22 103421.1522973114
28 2869.6895838830
60 37363752.9082391262
evaluations raw_y
1 32506151.1526682042
2 1196029.9837913322
5 347914.9786844182
39 9021.5162646152
60 3813652.8409027928
evaluations raw_y
1 32506151.1526682042
2 1196029.9837913322
5 347914.9786844182
18 241946.4994431535
45 76555.4220056738
60 39563767.8031727597
evaluations raw_y
1 358510.6570746268
7 18077.7544509625
15 11826.8046827730
60 5643100.2847714312
evaluations raw_y
1 358510.6570746268
10 313892.5201444023
17 15.8525539634
60 14452489.9543755967
evaluations raw_y
1 358510.6570746268
8 21584.7358863064
48 2180.3251890569
60 23624911.1459905021
evaluations raw_y
1 358510.6570746268
15 22808.1320092077
23 829.0376113377
60 277637.4503509119
evaluations raw_y
1 358510.6570746268
11 77245.0695099096
12 68290.3343257523
19 12899.3061318566
60 2213841.1678939327
evaluations raw_y
1 40014008.7536604404
2 16312598.7878778838
4 15100598.9818932060
5 528871.6826201179
15 193535.6485459829
17 109597.3214498191
29 37216.2775279093
51 13328.0665061814
60 2770378.0918758973
evaluations raw_y
1 40014008.7536604404
2 16312598.7878778838
4 15100598.9818932060
5 528871.6826201179
13 402699.1382725388
29 301379.9079481189
36 246070.3305812772
60 119185.2535972610
evaluations raw_y
1 40014008.7536604404
2 16312598.7878778838
4 15100598.9818932060
5 528871.6826201179
7 2503.1874758812
60 17704237.9474609531
evaluations raw_y
1 40014008.7536604404
2 16312598.7878778838
4 15100598.9818932060
5 528871.6826201179
11 237788.5152673611
24 3773.7425167108
28 3158.0783695816
60 6333676.1564913243
evaluations raw_y
1 40014008.7536604404
2 16312598.7878778838
4 15100598.9818932060
5 528871.6826201179
7 68853.2931288165
22 8866.7074857499
52 5348.1098419880
60 9064740.8491194881
evaluations raw_y
1 4370983.7284151893
2 2306880.8550233841
3 322692.2671404891
15 4931.8768473779
41 189.1072996203
60 10186702.1937121078
evaluations raw_y
1 4370983.7284151893
2 2306880.8550233841
3 322692.2671404891
12 263118.6725750127
13 170223.2351139812
18 159711.7499378388
23 164.2348708395
60 32770636.4473527297
evaluations raw_y
1 4370983.7284151893
2 2306880.8550233841
3 322692.2671404891
13 14313.5842532441
60 5382726.6319025839
evaluations raw_y
1 4370983.7284151893
2 2306880.8550233841
3 322692.2671404891
16 112223.8832152103
24 15068.1070455729
60 8275383.1385703161
evaluations raw_y
1 4370983.7284151893
2 2306880.8550233841
3 322692.2671404891
9 185060.7107078535
37 64965.5695407691
39 417.9665184319
60 6823104.4718769956
evaluations raw_y
1 14026574.5585345048
2 5277288.7549934285
4 5188103.8784271432
6 108183.8480129411
31 24491.5155978370
46 11184.3240512119
60 8835413.2592139710
evaluations raw_y
1 14026574.5585345048
2 5277288.7549934285
4 5188103.8784271432
6 108183.8480129411
29 13199.4040684788
60 22384274.3791830726
evaluations raw_y
1 14026574.5585345048
2 5277288.7549934285
4 5188103.8784271432
6 108183.8480129411
15 83910.0831263398
44 65422.1052911899
60 23494441.5649158619
evaluations raw_y
1 14026574.5585345048
